"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",88.2985153198242,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",89.550407409668,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",89.8970413208008,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",90.4263381958008,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",88.4388122558594,"B","Break"
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",89.7261657714844,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",92.2168807983398,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",92.8514938354492,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",93.3581695556641,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",92.9960632324219,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",92.5121612548828,,
"LTU","Lithuania","AVERAGE","Average","13_1","Educational attainment among young adults","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",92.8716049194336,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.63,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",9.88,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",19.61,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",22.74,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",19.55,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",17.27,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",15.3,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",13.94,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.34,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.21,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.52,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8.58,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",8.37,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",11.57,,
"LTU","Lithuania","AVERAGE","Average","13_2","Labour underutilisation rate","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",12.58,"B","Break"
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",12185,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",13106.2,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",13502.1,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",13982.7,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",12814.7,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",11342.2,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",10940.5,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10619.1,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",10229.2,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10189,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9665.6,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9608.5,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9326.4,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8333.5,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8195.9,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",7866.8,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",8626.9,,
"LTU","Lithuania","AVERAGE","Average","13_3","Premature mortality","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",9064.1,,
"LTU","Lithuania","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",24.5,,
"LTU","Lithuania","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",20.3,,
"LTU","Lithuania","AVERAGE","Average","13_4","Smoking prevalence","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",18.9,,
"LTU","Lithuania","AVERAGE","Average","14_1","Trust in others","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6.1,,
"LTU","Lithuania","AVERAGE","Average","14_1","Trust in others","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",4.14490031635444,,
"LTU","Lithuania","AVERAGE","Average","14_1","Trust in others","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",4.39939376846476,,
"LTU","Lithuania","AVERAGE","Average","14_2","Trust in the police","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20.5602366595769,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",26.9292998696149,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",16.1105843359843,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",12.6142229061709,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",11.4503268369894,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",18.1086570485062,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14.5729545679984,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",38.4238275410498,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",34.4657157812356,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",36.7034540214476,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",27.9638569949356,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",32.1247271514443,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",32.3758095347415,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",40.7248459410706,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",47.4045330413199,,
"LTU","Lithuania","AVERAGE","Average","14_3","Trust in government","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",30.3830445599736,,
"LTU","Lithuania","AVERAGE","Average","14_4","Government stakeholder engagement","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.38499999046326,,
"LTU","Lithuania","AVERAGE","Average","14_4","Government stakeholder engagement","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",2.39000010490417,,
"LTU","Lithuania","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",24.5,,
"LTU","Lithuania","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",23.4,,
"LTU","Lithuania","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",21.3,,
"LTU","Lithuania","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",21.3,,
"LTU","Lithuania","AVERAGE","Average","14_5","Gender parity in politics","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",27.7,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",56655,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",60043,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",66041,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",72102,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",69866,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",69259,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",68688,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",70130,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",72607,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",75821,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",78468,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81620,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",84225,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",85746,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",89151,,
"LTU","Lithuania","AVERAGE","Average","15_1","Produced fixed assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",92582,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",688,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",767,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",854,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",974,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1129,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1314,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1373,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1416,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1499,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1572,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1721,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1909,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2150,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2429,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",2774,,
"LTU","Lithuania","AVERAGE","Average","15_2","Intellectual property assets","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",3062,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",15.803111,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",11.471954,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",19.59347,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",22.33439,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",-3.996314,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",-38.902567,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.475311,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",20.146747,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",-1.778298,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.299473,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.712774,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.856023,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",3.374244,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8.904273,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",10.024468,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",6.636886,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",-0.202865,,
"LTU","Lithuania","AVERAGE","Average","15_3","Gross fixed capital formation","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",7.836514,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.186370015144348,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.191387742757797,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.257702767848968,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.375227242708206,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.602270662784576,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.670843958854675,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.625319421291351,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.560414671897888,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.453014850616455,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.441392779350281,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.425774782896042,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.442653387784958,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.51228004693985,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.535746991634369,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.628864288330078,,
"LTU","Lithuania","AVERAGE","Average","15_4","Investment in R&D","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.665483176708221,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",-4702,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",-6479,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",-8354,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",-10784,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",-10922,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",-11130,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",-12090,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",-12275,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",-13462,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",-13592,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",-13213,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",-12645,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",-13241,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",-12607,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",-10969,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",-9390,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",-6265,,
"LTU","Lithuania","AVERAGE","Average","15_5","Financial net worth of the total economy","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",-3277,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",14.81723,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",28.08622,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",39.80544,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",55.18778,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",56.03022,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",55.39999,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",53.46902,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",48.58949,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",47.80276,,
"LTU","Lithuania","AVERAGE","Average","15_6","Household debt","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",45.40714,,
